subjects	Var2	ratings	regulation
26	48.3	177	0
26	47.3	158	0
26	47.3	124	0
26	44.3	95	0
26	44.3	38	0
26	46.3	88	0
26	45.3	30	0
26	46.3	81	0
26	47.3	121	0
26	47.3	67	0
26	48.3	161	0
26	48.3	157	0
26	44.3	23	0
26	45.3	5	0
27	44.3	101	0
27	44.3	34	0
27	47.3	104	0
27	45.3	40	0
27	47.3	60	0
27	44.3	9	0
27	48.3	110	0
27	48.3	109	0
27	45.3	17	0
27	46.3	25	0
27	46.3	21	0
27	47.3	109	0
27	47.3	90	0
27	45.3	33	0
27	48.3	102	0
27	46.3	90	0
27	46.3	49	0
27	45.3	15	0
27	44.3	21	0
27	44.3	9	0
27	48.3	106	0
27	47.3	101	0
27	47.3	109	1
27	48.3	108	1
27	47.3	90	1
27	46.3	55	1
27	45.3	22	1
27	44.3	2	1
27	45.3	60	1
27	46.3	66	1
27	48.3	107	1
27	44.3	26	1
27	46.3	90	0
27	44.3	20	0
27	46.3	38	0
27	45.3	14	0
27	47.3	72	0
27	48.3	103	0
27	44.3	74	0
27	46.3	38	0
27	47.3	75	0
27	48.3	104	0
27	45.3	7	0
27	47.3	101	0
27	45.3	6	0
27	47.3	85	0
27	46.3	15	0
27	48.3	111	0
27	49.3	112	0
27	45.3	17	0
27	47.3	36	0
27	48.3	102	0
27	49.3	109	0
27	46.3	10	0
27	46.3	93	0
27	45.3	15	0
27	47.3	101	0
27	48.3	105	0
27	46.3	23	0
27	45.3	40	0
27	48.3	103	0
27	49.3	107	0
27	46.3	81	0
27	47.3	86	0
27	49.3	110	0
27	47.3	78	-1
27	48.3	98	-1
27	47.3	19	-1
27	46.3	8	-1
27	45.3	10	-1
27	44.3	16	-1
27	45.3	11	-1
27	46.3	17	-1
27	48.3	102	-1
27	44.3	4	-1
27	45.3	72	0
27	45.3	50	0
27	48.3	103	0
27	44.3	17	0
27	45.3	58	0
27	46.3	40	0
27	47.3	88	0
27	44.3	8	0
27	47.3	43	0
27	46.3	33	0
27	48.3	101	0
27	48.3	106	0
27	48.3	95	0
27	46.3	12	0
27	48.3	101	0
27	47.3	8	0
27	47.3	14	0
27	46.3	2	0
27	44.3	7	0
27	45.3	14	0
27	45.3	1	0
27	44.3	3	0
28	44.3	29	0
28	44.3	0	0
28	46.3	17	0
28	45.3	24	0
28	47.3	117	0
28	45.3	3	0
28	47.3	109	0
28	48.3	145	0
28	44.3	12	0
28	48.3	141	0
28	46.3	62	0
28	47.3	164	0
28	45.3	72	0
28	46.3	75	0
28	47.3	108	0
28	47.3	109	0
28	46.3	75	0
28	48.3	158	0
28	45.3	50	0
28	48.3	140	0
28	44.3	20	0
28	44.3	15	0
28	47.3	112	-1
28	45.3	33	-1
28	46.3	47	-1
28	47.3	50	-1
28	44.3	20	-1
28	48.3	118	-1
28	48.3	120	-1
28	44.3	56	-1
28	46.3	57	-1
28	45.3	48	-1
28	46.3	119	0
28	48.3	149	0
28	45.3	21	0
28	45.3	7	0
28	44.3	0	0
28	47.3	62	0
28	46.3	9	0
28	46.3	30	0
28	44.3	9	0
28	47.3	0	0
28	48.3	132	0
28	47.3	112	0
28	49.3	170	0
28	46.3	84	0
28	46.3	79	0
28	45.3	29	0
28	48.3	120	0
28	47.3	56	0
28	47.3	33	0
28	45.3	7	0
28	48.3	116	0
28	49.3	165	0
28	46.3	111	0
28	45.3	13	0
28	47.3	25	0
28	46.3	9	0
28	49.3	161	0
28	49.3	165	0
28	47.3	39	0
28	48.3	120	0
28	48.3	41	0
28	45.3	18	0
28	46.3	34	0
28	47.3	111	1
28	45.3	30	1
28	46.3	25	1
28	47.3	26	1
28	44.3	68	1
28	48.3	125	1
28	48.3	161	1
28	44.3	73	1
28	46.3	74	1
28	45.3	28	1
28	44.3	14	0
28	44.3	9	0
28	45.3	14	0
28	44.3	5	0
28	48.3	123	0
28	48.3	74	0
28	45.3	50	0
28	46.3	35	0
28	46.3	45	0
28	44.3	15	0
28	44.3	7	0
28	48.3	148	0
28	48.3	124	0
28	47.3	81	0
28	44.3	23	0
28	45.3	15	0
28	45.3	16	0
28	46.3	20	0
28	46.3	14	0
28	44.3	21	0
28	48.3	133	0
28	47.3	78	0
29	48.3	100	0
29	48.3	102	0
29	47.3	2	0
29	45.3	2	0
29	44.3	1	0
29	47.3	103	0
29	44.3	3	0
29	46.3	3	0
29	48.3	4	0
29	45.3	4	0
29	46.3	5	0
29	47.3	14	0
29	46.3	106	0
29	44.3	105	0
29	46.3	104	0
29	48.3	110	0
29	44.3	109	0
29	47.3	109	0
29	48.3	113	0
29	45.3	106	0
29	45.3	6	0
29	47.3	0	0
29	44.3	0	1
29	44.3	0	1
29	46.3	104	1
29	48.3	106	1
29	45.3	3	1
29	47.3	3	1
29	47.3	4	1
29	48.3	104	1
29	45.3	0	1
29	46.3	0	1
29	44.3	0	0
29	44.3	102	0
29	44.3	0	0
29	48.3	15	0
29	46.3	0	0
29	46.3	1	0
29	45.3	2	0
29	47.3	4	0
29	47.3	4	0
29	45.3	4	0
29	48.3	108	0
29	49.3	154	0
29	49.3	122	0
29	48.3	3	0
29	46.3	2	0
29	45.3	1	0
29	48.3	103	0
29	45.3	1	0
29	47.3	4	0
29	49.3	109	0
29	46.3	2	0
29	47.3	4	0
29	46.3	109	0
29	46.3	3	0
29	45.3	2	0
29	49.3	112	0
29	49.3	122	0
29	47.3	110	0
29	47.3	108	0
29	48.3	109	0
29	48.3	116	0
29	45.3	107	0
29	46.3	4	0
29	44.3	0	-1
29	44.3	2	-1
29	46.3	2	-1
29	48.3	105	-1
29	45.3	4	-1
29	47.3	2	-1
29	47.3	6	-1
29	48.3	107	-1
29	45.3	2	-1
29	46.3	0	-1
29	45.3	106	0
29	45.3	105	0
29	44.3	3	0
29	48.3	110	0
29	48.3	111	0
29	46.3	2	0
29	46.3	3	0
29	47.3	106	0
29	47.3	106	0
29	44.3	3	0
29	45.3	103	0
29	46.3	104	0
29	47.3	3	0
29	46.3	4	0
29	44.3	4	0
29	45.3	4	0
29	46.3	2	0
29	45.3	3	0
29	48.3	103	0
29	47.3	3	0
29	48.3	103	0
29	44.3	3	0
30	48.3	148	0
30	48.3	150	0
30	46.3	124	0
30	46.3	21	0
30	47.3	127	0
30	47.3	124	0
30	45.3	30	0
30	44.3	23	0
30	44.3	9	0
30	48.3	152	0
30	45.3	116	0
30	47.3	151	0
30	46.3	126	0
30	48.3	154	0
30	47.3	126	0
30	47.3	127	0
30	44.3	6	0
30	46.3	10	0
30	44.3	14	0
30	45.3	12	0
30	45.3	8	0
30	48.3	148	0
30	46.3	120	-1
30	48.3	123	-1
30	45.3	6	-1
30	48.3	130	-1
30	47.3	114	-1
30	45.3	5	-1
30	44.3	4	-1
30	44.3	4	-1
30	46.3	115	-1
30	47.3	127	-1
30	44.3	104	0
30	45.3	109	0
30	46.3	112	0
30	47.3	115	0
30	44.3	8	0
30	48.3	127	0
30	46.3	123	0
30	44.3	9	0
30	47.3	119	0
30	45.3	9	0
30	48.3	126	0
30	45.3	132	0
30	45.3	109	0
30	49.3	155	0
30	46.3	121	0
30	45.3	10	0
30	48.3	150	0
30	47.3	124	0
30	49.3	156	0
30	48.3	154	0
30	46.3	120	0
30	47.3	117	0
30	46.3	113	0
30	48.3	140	0
30	49.3	158	0
30	49.3	156	0
30	45.3	106	0
30	47.3	126	0
30	46.3	15	0
30	46.3	16	0
30	47.3	108	0
30	45.3	5	0
30	48.3	145	0
30	46.3	130	1
30	48.3	148	1
30	45.3	17	1
30	48.3	149	1
30	47.3	125	1
30	45.3	9	1
30	44.3	2	1
30	44.3	1	1
30	46.3	7	1
30	47.3	132	1
30	45.3	11	0
30	47.3	125	0
30	48.3	135	0
30	48.3	140	0
30	44.3	1	0
30	46.3	109	0
30	45.3	3	0
30	45.3	4	0
30	46.3	9	0
30	44.3	1	0
30	47.3	119	0
30	46.3	130	0
30	46.3	110	0
30	47.3	121	0
30	48.3	148	0
30	44.3	2	0
30	45.3	2	0
30	48.3	151	0
30	46.3	110	0
30	45.3	2	0
30	47.3	117	0
30	44.3	2	0
31	46.3	130	0
31	47.3	123	0
31	47.3	121	0
31	45.3	77	0
31	45.3	60	0
31	44.3	42	0
31	44.3	58	0
31	46.3	105	0
31	48.3	153	0
31	48.3	161	0
31	46.3	21	0
31	47.3	147	0
31	47.3	126	0
31	45.3	82	0
31	44.3	42	0
31	44.3	60	0
31	48.3	163	0
31	46.3	114	0
31	46.3	109	0
31	45.3	106	0
31	48.3	153	0
31	47.3	16	0
31	48.3	88	-1
31	44.3	20	-1
31	46.3	20	-1
31	44.3	15	-1
31	47.3	57	-1
31	45.3	32	-1
31	48.3	91	-1
31	45.3	28	-1
31	46.3	53	-1
31	47.3	59	-1
31	48.3	173	0
31	48.3	151	0
31	47.3	94	0
31	46.3	49	0
31	44.3	12	0
31	47.3	106	0
31	46.3	43	0
31	45.3	35	0
31	48.3	131	0
31	44.3	39	0
31	45.3	38	0
31	49.3	174	0
31	49.3	159	0
31	48.3	107	0
31	47.3	80	0
31	45.3	53	0
31	48.3	132	0
31	47.3	30	0
31	46.3	42	0
31	49.3	159	0
31	45.3	78	0
31	46.3	52	0
31	46.3	107	0
31	46.3	60	0
31	45.3	22	0
31	48.3	134	0
31	46.3	82	0
31	47.3	105	0
31	49.3	154	0
31	45.3	52	0
31	49.3	165	0
31	47.3	95	0
31	48.3	122	0
31	44.3	103	1
31	47.3	154	1
31	48.3	161	1
31	44.3	57	1
31	46.3	113	1
31	48.3	172	1
31	46.3	112	1
31	45.3	53	1
31	45.3	62	1
31	47.3	139	1
31	45.3	46	0
31	45.3	18	0
31	44.3	42	0
31	47.3	115	0
31	45.3	32	0
31	46.3	76	0
31	48.3	152	0
31	44.3	77	0
31	48.3	155	0
31	46.3	75	0
31	47.3	31	0
31	44.3	72	0
31	46.3	61	0
31	44.3	49	0
31	47.3	96	0
31	48.3	130	0
31	45.3	55	0
31	46.3	32	0
31	48.3	127	0
31	45.3	46	0
31	47.3	41	0
31	44.3	19	0
32	48.3	152	0
32	48.3	154	0
32	45.3	102	0
32	45.3	82	0
32	47.3	142	0
32	48.3	160	0
32	46.3	102	0
32	46.3	103	0
32	44.3	90	0
32	44.3	82	0
32	47.3	147	0
32	47.3	145	0
32	47.3	140	0
32	44.3	60	0
32	47.3	110	0
32	45.3	60	0
32	46.3	106	0
32	44.3	52	0
32	48.3	149	0
32	45.3	106	0
32	48.3	145	0
32	46.3	107	0
32	44.3	110	-1
32	47.3	120	-1
32	48.3	130	-1
32	45.3	73	-1
32	45.3	49	-1
32	46.3	90	-1
32	48.3	145	-1
32	46.3	107	-1
32	47.3	107	-1
32	44.3	73	-1
32	44.3	109	0
32	45.3	104	0
32	47.3	119	0
32	47.3	108	0
32	48.3	125	0
32	48.3	129	0
32	44.3	45	0
32	44.3	51	0
32	46.3	103	0
32	46.3	92	0
32	45.3	46	0
32	45.3	113	0
32	46.3	108	0
32	48.3	147	0
32	48.3	156	0
32	49.3	177	0
32	49.3	185	0
32	45.3	108	0
32	45.3	114	0
32	47.3	127	0
32	47.3	134	0
32	46.3	115	0
32	46.3	140	0
32	46.3	133	0
32	45.3	106	0
32	46.3	119	0
32	47.3	140	0
32	49.3	176	0
32	48.3	151	0
32	47.3	137	0
32	48.3	142	0
32	45.3	115	0
32	49.3	165	0
32	44.3	118	1
32	47.3	125	1
32	48.3	137	1
32	45.3	103	1
32	45.3	101	1
32	46.3	112	1
32	48.3	145	1
32	46.3	101	1
32	47.3	102	1
32	44.3	105	1
32	45.3	140	0
32	45.3	49	0
32	44.3	46	0
32	45.3	95	0
32	46.3	105	0
32	48.3	149	0
32	47.3	112	0
32	46.3	87	0
32	47.3	109	0
32	44.3	85	0
32	48.3	165	0
32	46.3	127	0
32	47.3	133	0
32	46.3	90	0
32	48.3	143	0
32	47.3	108	0
32	45.3	101	0
32	48.3	145	0
32	44.3	73	0
32	46.3	116	0
32	45.3	100	0
32	44.3	92	0
33	44.3	188	0
33	45.3	193	0
33	45.3	166	0
33	47.3	197	0
33	46.3	188	0
33	44.3	49	0
33	48.3	199	0
33	48.3	200	0
33	46.3	179	0
33	47.3	194	0
33	44.3	38	0
33	47.3	200	0
33	48.3	200	0
33	47.3	190	0
33	45.3	110	0
33	44.3	47	0
33	46.3	121	0
33	48.3	200	0
33	45.3	54	0
33	44.3	17	0
33	47.3	187	0
33	46.3	107	0
33	48.3	200	-1
33	45.3	23	-1
33	45.3	33	-1
33	44.3	5	-1
33	44.3	23	-1
33	47.3	190	-1
33	46.3	155	-1
33	48.3	197	-1
33	46.3	187	-1
33	47.3	194	-1
33	46.3	185	0
33	47.3	188	0
33	48.3	196	0
33	44.3	73	0
33	44.3	45	0
33	48.3	198	0
33	46.3	103	0
33	46.3	98	0
33	45.3	32	0
33	45.3	14	0
33	47.3	156	0
33	47.3	194	0
33	48.3	200	0
33	49.3	200	0
33	45.3	158	0
33	45.3	94	0
33	49.3	200	0
33	47.3	194	0
33	47.3	200	0
33	46.3	187	0
33	46.3	162	0
33	48.3	200	0
33	46.3	153	0
33	49.3	200	0
33	45.3	92	0
33	48.3	188	0
33	48.3	190	0
33	46.3	38	0
33	47.3	140	0
33	45.3	1	0
33	46.3	88	0
33	47.3	166	0
33	49.3	200	0
33	48.3	200	1
33	45.3	112	1
33	45.3	58	1
33	44.3	22	1
33	44.3	15	1
33	47.3	167	1
33	46.3	165	1
33	48.3	200	1
33	46.3	173	1
33	47.3	187	1
33	45.3	181	0
33	48.3	197	0
33	44.3	3	0
33	47.3	140	0
33	47.3	120	0
33	45.3	50	0
33	46.3	25	0
33	44.3	11	0
33	45.3	45	0
33	46.3	100	0
33	48.3	195	0
33	46.3	196	0
33	47.3	197	0
33	48.3	200	0
33	44.3	32	0
33	44.3	24	0
33	48.3	200	0
33	46.3	111	0
33	46.3	116	0
33	45.3	22	0
33	45.3	11	0
33	47.3	172	0
