subjects	Var2	ratings	regulation
1	46.3	103	0
1	45.3	3	0
1	44.3	2	0
1	47.3	104	0
1	44.3	104	0
1	45.3	105	0
1	48.3	109	0
1	48.3	116	0
1	46.3	112	0
1	46.3	105	0
1	47.3	103	0
1	47.3	130	0
1	46.3	120	0
1	48.3	133	0
1	47.3	126	0
1	44.3	107	0
1	45.3	104	0
1	47.3	121	0
1	45.3	109	0
1	48.3	132	0
1	44.3	105	0
1	46.3	118	0
1	45.3	145	1
1	47.3	150	1
1	46.3	124	1
1	47.3	127	1
1	44.3	115	1
1	44.3	106	1
1	46.3	109	1
1	45.3	105	1
1	48.3	112	1
1	48.3	131	1
1	48.3	159	0
1	45.3	120	0
1	46.3	104	0
1	44.3	105	0
1	44.3	109	0
1	46.3	114	0
1	45.3	107	0
1	47.3	122	0
1	47.3	114	0
1	48.3	130	0
1	48.3	123	0
1	49.3	170	0
1	48.3	132	0
1	48.3	123	0
1	47.3	110	0
1	47.3	115	0
1	46.3	103	0
1	46.3	105	0
1	45.3	108	0
1	49.3	149	0
1	49.3	161	0
1	45.3	3	0
1	46.3	137	0
1	45.3	10	0
1	49.3	181	0
1	45.3	134	0
1	48.3	124	0
1	47.3	140	0
1	47.3	132	0
1	48.3	150	0
1	49.3	159	0
1	46.3	126	0
1	46.3	123	0
1	45.3	7	-1
1	47.3	9	-1
1	46.3	4	-1
1	47.3	4	-1
1	44.3	2	-1
1	44.3	0	-1
1	46.3	1	-1
1	45.3	2	-1
1	48.3	0	-1
1	48.3	105	-1
1	45.3	120	0
1	44.3	110	0
1	48.3	135	0
1	44.3	7	0
1	47.3	115	0
1	46.3	10	0
1	46.3	119	0
1	47.3	111	0
1	48.3	130	0
1	45.3	110	0
1	45.3	4	0
1	44.3	6	0
1	48.3	108	0
1	47.3	4	0
1	47.3	107	0
1	45.3	2	0
1	45.3	1	0
1	46.3	0	0
1	48.3	104	0
1	46.3	2	0
1	44.3	0	0
1	44.3	1	0
2	44.3	105	0
2	45.3	108	0
2	47.3	120	0
2	48.3	130	0
2	47.3	130	0
2	46.3	110	0
2	46.3	112	0
2	44.3	17	0
2	44.3	10	0
2	48.3	135	0
2	45.3	90	0
2	47.3	128	0
2	46.3	107	0
2	47.3	114	0
2	48.3	122	0
2	48.3	127	0
2	47.3	107	0
2	44.3	10	0
2	44.3	10	0
2	45.3	44	0
2	45.3	65	0
2	46.3	102	0
2	47.3	110	-1
2	48.3	118	-1
2	45.3	89	-1
2	45.3	95	-1
2	47.3	114	-1
2	48.3	134	-1
2	46.3	112	-1
2	46.3	62	-1
2	44.3	34	-1
2	44.3	10	-1
2	46.3	118	0
2	45.3	107	0
2	46.3	104	0
2	48.3	119	0
2	46.3	92	0
2	47.3	112	0
2	47.3	105	0
2	45.3	91	0
2	44.3	85	0
2	48.3	116	0
2	44.3	83	0
2	47.3	115	0
2	46.3	105	0
2	47.3	114	0
2	49.3	138	0
2	47.3	122	0
2	48.3	120	0
2	48.3	116	0
2	46.3	101	0
2	45.3	80	0
2	49.3	140	0
2	45.3	103	0
2	46.3	106	0
2	48.3	115	0
2	45.3	77	0
2	48.3	116	0
2	46.3	102	0
2	49.3	128	0
2	47.3	106	0
2	46.3	95	0
2	45.3	86	0
2	47.3	90	0
2	49.3	125	0
2	47.3	112	1
2	48.3	118	1
2	45.3	104	1
2	45.3	60	1
2	47.3	108	1
2	48.3	134	1
2	46.3	105	1
2	46.3	105	1
2	44.3	70	1
2	44.3	21	1
2	45.3	114	0
2	47.3	110	0
2	44.3	20	0
2	47.3	106	0
2	45.3	85	0
2	48.3	126	0
2	46.3	98	0
2	45.3	85	0
2	44.3	39	0
2	46.3	101	0
2	48.3	118	0
2	48.3	140	0
2	48.3	122	0
2	45.3	47	0
2	45.3	83	0
2	48.3	125	0
2	44.3	30	0
2	46.3	98	0
2	46.3	101	0
2	44.3	11	0
2	47.3	103	0
2	47.3	103	0
3	46.3	160	0
3	47.3	130	0
3	48.3	170	0
3	45.3	105	0
3	46.3	102	0
3	47.3	105	0
3	45.3	60	0
3	46.3	55	0
3	44.3	40	0
3	44.3	35	0
3	48.3	170	0
3	47.3	166	0
3	47.3	140	0
3	46.3	40	0
3	44.3	35	0
3	45.3	35	0
3	45.3	40	0
3	48.3	160	0
3	44.3	40	0
3	46.3	100	0
3	48.3	125	0
3	47.3	115	0
3	47.3	160	-1
3	48.3	171	-1
3	48.3	135	-1
3	44.3	59	-1
3	44.3	40	-1
3	47.3	60	-1
3	45.3	35	-1
3	46.3	1	-1
3	45.3	24	-1
3	46.3	0	-1
3	48.3	170	0
3	48.3	150	0
3	46.3	40	0
3	45.3	25	0
3	44.3	15	0
3	47.3	102	0
3	47.3	70	0
3	45.3	20	0
3	48.3	141	0
3	44.3	15	0
3	46.3	80	0
3	47.3	155	0
3	48.3	170	0
3	49.3	180	0
3	46.3	10	0
3	47.3	110	0
3	48.3	150	0
3	46.3	30	0
3	47.3	120	0
3	45.3	60	0
3	45.3	2	0
3	49.3	180	0
3	46.3	140	0
3	46.3	50	0
3	45.3	2	0
3	49.3	180	0
3	47.3	20	0
3	47.3	8	0
3	46.3	40	0
3	48.3	130	0
3	49.3	170	0
3	48.3	120	0
3	45.3	30	0
3	47.3	155	1
3	48.3	160	1
3	48.3	140	1
3	44.3	20	1
3	44.3	20	1
3	47.3	0	1
3	45.3	10	1
3	46.3	20	1
3	45.3	30	1
3	46.3	40	1
3	45.3	110	0
3	45.3	5	0
3	44.3	20	0
3	48.3	155	0
3	46.3	40	0
3	46.3	20	0
3	45.3	34	0
3	47.3	30	0
3	48.3	150	0
3	47.3	0	0
3	44.3	15	0
3	44.3	102	0
3	44.3	15	0
3	47.3	160	0
3	44.3	10	0
3	45.3	5	0
3	47.3	121	0
3	46.3	10	0
3	46.3	113	0
3	48.3	140	0
3	48.3	120	0
3	45.3	10	0
4	48.3	154	0
4	48.3	137	0
4	45.3	69	0
4	45.3	79	0
4	47.3	91	0
4	44.3	78	0
4	44.3	92	0
4	46.3	116	0
4	47.3	94	0
4	46.3	90	0
4	48.3	125	0
4	47.3	155	0
4	48.3	164	0
4	44.3	75	0
4	48.3	140	0
4	45.3	49	0
4	47.3	105	0
4	47.3	85	0
4	44.3	27	0
4	46.3	47	0
4	45.3	20	0
4	46.3	85	0
4	47.3	87	-1
4	45.3	55	-1
4	48.3	135	-1
4	48.3	0	-1
4	46.3	32	-1
4	45.3	45	-1
4	44.3	11	-1
4	46.3	60	-1
4	44.3	14	-1
4	47.3	97	-1
4	44.3	110	0
4	44.3	26	0
4	45.3	92	0
4	45.3	66	0
4	48.3	151	0
4	48.3	122	0
4	46.3	51	0
4	46.3	25	0
4	44.3	25	0
4	47.3	6	0
4	47.3	78	0
4	47.3	139	0
4	47.3	47	0
4	48.3	146	0
4	49.3	158	0
4	48.3	150	0
4	47.3	14	0
4	46.3	8	0
4	45.3	10	0
4	49.3	153	0
4	45.3	6	0
4	46.3	22	0
4	46.3	82	0
4	47.3	29	0
4	49.3	142	0
4	47.3	0	0
4	45.3	10	0
4	48.3	29	0
4	46.3	8	0
4	49.3	142	0
4	48.3	35	0
4	46.3	6	0
4	45.3	2	0
4	47.3	154	1
4	45.3	19	1
4	48.3	110	1
4	47.3	71	1
4	45.3	32	1
4	44.3	0	1
4	48.3	117	1
4	46.3	75	1
4	44.3	5	1
4	46.3	0	1
4	45.3	107	0
4	46.3	44	0
4	48.3	100	0
4	47.3	23	0
4	46.3	57	0
4	44.3	17	0
4	45.3	0	0
4	45.3	51	0
4	48.3	149	0
4	44.3	2	0
4	47.3	40	0
4	46.3	105	0
4	47.3	9	0
4	45.3	20	0
4	46.3	17	0
4	44.3	30	0
4	48.3	129	0
4	44.3	3	0
4	45.3	7	0
4	47.3	16	0
4	48.3	114	0
4	46.3	43	0
5	48.3	145	0
5	48.3	145	0
5	46.3	105	0
5	48.3	132	0
5	44.3	94	0
5	44.3	50	0
5	46.3	102	0
5	47.3	115	0
5	47.3	105	0
5	45.3	40	0
5	45.3	36	0
5	47.3	135	0
5	47.3	130	0
5	44.3	70	0
5	45.3	70	0
5	48.3	130	0
5	46.3	105	0
5	45.3	41	0
5	44.3	41	0
5	47.3	120	0
5	46.3	103	0
5	48.3	139	0
5	44.3	110	1
5	47.3	131	1
5	48.3	154	1
5	47.3	135	1
5	45.3	102	1
5	44.3	54	1
5	45.3	102	1
5	46.3	101	1
5	48.3	149	1
5	46.3	120	1
5	44.3	110	0
5	44.3	80	0
5	48.3	140	0
5	44.3	90	0
5	47.3	105	0
5	48.3	130	0
5	45.3	30	0
5	45.3	30	0
5	47.3	104	0
5	46.3	20	0
5	46.3	21	0
5	47.3	130	0
5	48.3	150	0
5	45.3	10	0
5	47.3	105	0
5	46.3	100	0
5	49.3	150	0
5	48.3	145	0
5	49.3	150	0
5	46.3	70	0
5	47.3	139	0
5	45.3	50	0
5	46.3	110	0
5	45.3	50	0
5	46.3	100	0
5	48.3	140	0
5	46.3	90	0
5	47.3	110	0
5	47.3	105	0
5	45.3	60	0
5	49.3	147	0
5	49.3	152	0
5	48.3	148	0
5	44.3	102	-1
5	47.3	109	-1
5	48.3	119	-1
5	47.3	105	-1
5	45.3	94	-1
5	44.3	50	-1
5	45.3	44	-1
5	46.3	82	-1
5	48.3	136	-1
5	46.3	90	-1
5	45.3	109	0
5	44.3	9	0
5	45.3	9	0
5	47.3	110	0
5	45.3	50	0
5	46.3	60	0
5	46.3	84	0
5	44.3	9	0
5	48.3	131	0
5	48.3	130	0
5	47.3	120	0
5	46.3	105	0
5	47.3	105	0
5	44.3	70	0
5	46.3	50	0
5	45.3	40	0
5	48.3	129	0
5	47.3	110	0
5	48.3	130	0
5	45.3	30	0
5	46.3	40	0
5	44.3	0	0
6	44.3	106	0
6	44.3	107	0
6	44.3	106	0
6	47.3	112	0
6	47.3	114	0
6	46.3	112	0
6	46.3	110	0
6	45.3	106	0
6	48.3	116	0
6	48.3	118	0
6	45.3	112	0
6	47.3	115	0
6	48.3	122	0
6	46.3	112	0
6	48.3	120	0
6	47.3	106	0
6	44.3	104	0
6	46.3	104	0
6	45.3	102	0
6	45.3	80	0
6	47.3	102	0
6	44.3	60	0
6	46.3	107	1
6	48.3	114	1
6	47.3	112	1
6	48.3	122	1
6	44.3	80	1
6	45.3	106	1
6	46.3	104	1
6	44.3	60	1
6	47.3	106	1
6	45.3	80	1
6	46.3	116	0
6	47.3	118	0
6	45.3	104	0
6	46.3	106	0
6	44.3	108	0
6	48.3	122	0
6	44.3	104	0
6	45.3	105	0
6	47.3	110	0
6	48.3	123	0
6	46.3	112	0
6	47.3	116	0
6	48.3	116	0
6	46.3	104	0
6	47.3	106	0
6	45.3	102	0
6	49.3	128	0
6	45.3	108	0
6	46.3	109	0
6	48.3	114	0
6	49.3	124	0
6	47.3	115	0
6	46.3	114	0
6	47.3	109	0
6	49.3	124	0
6	48.3	122	0
6	47.3	102	0
6	45.3	88	0
6	46.3	104	0
6	46.3	105	0
6	49.3	126	0
6	45.3	106	0
6	48.3	109	0
6	46.3	106	-1
6	48.3	112	-1
6	47.3	104	-1
6	48.3	105	-1
6	44.3	60	-1
6	45.3	49	-1
6	46.3	102	-1
6	44.3	42	-1
6	47.3	104	-1
6	45.3	60	-1
6	45.3	108	0
6	46.3	106	0
6	48.3	115	0
6	47.3	102	0
6	46.3	76	0
6	44.3	48	0
6	45.3	61	0
6	45.3	68	0
6	48.3	112	0
6	44.3	88	0
6	47.3	78	0
6	48.3	114	0
6	48.3	114	0
6	45.3	42	0
6	44.3	48	0
6	46.3	68	0
6	46.3	78	0
6	47.3	87	0
6	47.3	96	0
6	45.3	48	0
6	44.3	46	0
6	48.3	110	0
7	44.3	164	0
7	44.3	155	0
7	46.3	170	0
7	46.3	164	0
7	48.3	190	0
7	47.3	170	0
7	45.3	155	0
7	47.3	175	0
7	44.3	141	0
7	48.3	194	0
7	45.3	174	0
7	47.3	193	0
7	47.3	160	0
7	48.3	188	0
7	44.3	140	0
7	45.3	145	0
7	46.3	160	0
7	45.3	160	0
7	44.3	135	0
7	48.3	194	0
7	46.3	152	0
7	47.3	171	0
7	46.3	180	1
7	47.3	184	1
7	47.3	185	1
7	44.3	157	1
7	44.3	160	1
7	46.3	170	1
7	45.3	140	1
7	45.3	160	1
7	48.3	194	1
7	48.3	196	1
7	46.3	178	0
7	47.3	175	0
7	46.3	140	0
7	48.3	181	0
7	44.3	136	0
7	46.3	141	0
7	44.3	143	0
7	45.3	138	0
7	47.3	143	0
7	45.3	150	0
7	48.3	181	0
7	47.3	193	0
7	48.3	192	0
7	47.3	170	0
7	49.3	197	0
7	45.3	110	0
7	47.3	135	0
7	45.3	125	0
7	46.3	135	0
7	48.3	185	0
7	46.3	135	0
7	49.3	199	0
7	46.3	180	0
7	47.3	175	0
7	45.3	172	0
7	45.3	135	0
7	48.3	189	0
7	48.3	183	0
7	49.3	195	0
7	46.3	164	0
7	46.3	160	0
7	49.3	196	0
7	47.3	182	0
7	46.3	170	-1
7	47.3	170	-1
7	47.3	169	-1
7	44.3	120	-1
7	44.3	140	-1
7	46.3	149	-1
7	45.3	134	-1
7	45.3	126	-1
7	48.3	180	-1
7	48.3	172	-1
7	45.3	173	0
7	46.3	160	0
7	44.3	145	0
7	44.3	140	0
7	47.3	172	0
7	47.3	176	0
7	48.3	181	0
7	45.3	135	0
7	45.3	139	0
7	48.3	183	0
7	46.3	164	0
7	48.3	195	0
7	48.3	180	0
7	48.3	182	0
7	47.3	168	0
7	46.3	142	0
7	46.3	129	0
7	45.3	120	0
7	45.3	126	0
7	44.3	128	0
7	47.3	154	0
7	44.3	110	0
8	48.3	62	0
8	48.3	150	0
8	46.3	15	0
8	47.3	15	0
8	47.3	11	0
8	44.3	5	0
8	45.3	5	0
8	45.3	12	0
8	46.3	11	0
8	44.3	0	0
8	48.3	177	0
8	47.3	171	0
8	46.3	161	0
8	46.3	157	0
8	48.3	177	0
8	47.3	159	0
8	45.3	152	0
8	45.3	136	0
8	48.3	167	0
8	44.3	44	0
8	44.3	138	0
8	47.3	120	0
8	44.3	10	-1
8	46.3	107	-1
8	44.3	48	-1
8	45.3	53	-1
8	46.3	63	-1
8	45.3	43	-1
8	47.3	149	-1
8	48.3	177	-1
8	48.3	168	-1
8	47.3	118	-1
8	44.3	110	0
8	45.3	73	0
8	46.3	71	0
8	46.3	23	0
8	44.3	24	0
8	44.3	34	0
8	48.3	171	0
8	48.3	177	0
8	47.3	156	0
8	47.3	111	0
8	45.3	8	0
8	47.3	179	0
8	48.3	163	0
8	45.3	76	0
8	47.3	79	0
8	46.3	14	0
8	49.3	189	0
8	46.3	114	0
8	48.3	161	0
8	47.3	113	0
8	49.3	188	0
8	45.3	59	0
8	46.3	107	0
8	45.3	76	0
8	47.3	65	0
8	46.3	41	0
8	48.3	150	0
8	49.3	178	0
8	46.3	51	0
8	45.3	11	0
8	48.3	159	0
8	49.3	180	0
8	47.3	112	0
8	44.3	43	1
8	46.3	102	1
8	44.3	10	1
8	45.3	14	1
8	46.3	36	1
8	45.3	21	1
8	47.3	121	1
8	48.3	160	1
8	48.3	159	1
8	47.3	13	1
8	45.3	152	0
8	44.3	45	0
8	46.3	80	0
8	45.3	72	0
8	47.3	115	0
8	48.3	177	0
8	45.3	69	0
8	44.3	45	0
8	47.3	105	0
8	48.3	170	0
8	46.3	26	0
8	46.3	153	0
8	47.3	106	0
8	44.3	87	0
8	46.3	52	0
8	45.3	6	0
8	48.3	175	0
8	45.3	66	0
8	47.3	89	0
8	46.3	72	0
8	48.3	182	0
8	44.3	60	0
9	46.3	52	0
9	46.3	35	0
9	47.3	44	0
9	48.3	134	0
9	45.3	23	0
9	44.3	15	0
9	48.3	162	0
9	45.3	20	0
9	47.3	56	0
9	44.3	16	0
9	46.3	29	0
9	47.3	153	0
9	48.3	161	0
9	48.3	149	0
9	46.3	24	0
9	45.3	12	0
9	44.3	2	0
9	47.3	40	0
9	47.3	34	0
9	44.3	6	0
9	46.3	22	0
9	45.3	20	0
9	47.3	67	1
9	46.3	44	1
9	48.3	132	1
9	46.3	48	1
9	48.3	137	1
9	47.3	47	1
9	45.3	22	1
9	44.3	20	1
9	44.3	18	1
9	45.3	29	1
9	48.3	163	0
9	47.3	42	0
9	47.3	23	0
9	45.3	5	0
9	45.3	2	0
9	48.3	70	0
9	46.3	25	0
9	46.3	14	0
9	44.3	5	0
9	44.3	4	0
9	48.3	129	0
9	47.3	147	0
9	47.3	16	0
9	48.3	134	0
9	49.3	167	0
9	46.3	17	0
9	45.3	5	0
9	49.3	175	0
9	46.3	25	0
9	48.3	48	0
9	45.3	0	0
9	47.3	19	0
9	46.3	50	0
9	46.3	9	0
9	47.3	15	0
9	49.3	177	0
9	45.3	3	0
9	48.3	82	0
9	47.3	34	0
9	49.3	185	0
9	45.3	8	0
9	46.3	2	0
9	48.3	146	0
9	46.3	22	-1
9	45.3	2	-1
9	48.3	39	-1
9	46.3	1	-1
9	44.3	3	-1
9	48.3	36	-1
9	44.3	0	-1
9	47.3	12	-1
9	47.3	4	-1
9	45.3	1	-1
9	45.3	1	0
9	47.3	5	0
9	46.3	9	0
9	48.3	50	0
9	45.3	0	0
9	45.3	3	0
9	47.3	7	0
9	44.3	1	0
9	44.3	1	0
9	48.3	109	0
9	46.3	1	0
9	44.3	10	0
9	44.3	15	0
9	45.3	1	0
9	48.3	127	0
9	48.3	115	0
9	47.3	5	0
9	46.3	1	0
9	47.3	7	0
9	45.3	1	0
9	46.3	3	0
9	44.3	0	0
10	48.3	126	0
10	47.3	109	0
10	47.3	31	0
10	48.3	45	0
10	46.3	45	0
10	46.3	26	0
10	44.3	25	0
10	44.3	1	0
10	45.3	31	0
10	48.3	141	0
10	45.3	9	0
10	47.3	151	0
10	47.3	130	0
10	48.3	144	0
10	48.3	146	0
10	47.3	120	0
10	46.3	105	0
10	46.3	9	0
10	45.3	43	0
10	45.3	42	0
10	44.3	31	0
10	44.3	19	0
10	47.3	0	-1
10	48.3	129	-1
10	47.3	0	-1
10	46.3	0	-1
10	45.3	0	-1
10	44.3	0	-1
10	45.3	0	-1
10	46.3	0	-1
10	48.3	104	-1
10	44.3	0	-1
10	44.3	123	0
10	47.3	148	0
10	45.3	105	0
10	46.3	9	0
10	48.3	134	0
10	45.3	114	0
10	47.3	31	0
10	44.3	15	0
10	46.3	22	0
10	44.3	155	0
10	48.3	12	0
10	45.3	11	0
10	48.3	113	0
10	46.3	12	0
10	47.3	19	0
10	49.3	158	0
10	46.3	106	0
10	48.3	103	0
10	45.3	6	0
10	47.3	13	0
10	45.3	15	0
10	49.3	154	0
10	46.3	45	0
10	46.3	117	0
10	45.3	20	0
10	48.3	135	0
10	46.3	27	0
10	47.3	5	0
10	49.3	156	0
10	45.3	11	0
10	49.3	162	0
10	47.3	110	0
10	48.3	130	0
10	48.3	153	1
10	44.3	25	1
10	46.3	117	1
10	44.3	16	1
10	47.3	29	1
10	45.3	11	1
10	48.3	122	1
10	45.3	9	1
10	46.3	25	1
10	47.3	106	1
10	45.3	16	0
10	45.3	0	0
10	44.3	8	0
10	47.3	9	0
10	45.3	0	0
10	46.3	0	0
10	48.3	100	0
10	44.3	0	0
10	48.3	0	0
10	46.3	0	0
10	47.3	0	0
10	46.3	108	0
10	47.3	15	0
10	44.3	0	0
10	45.3	0	0
10	47.3	0	0
10	46.3	0	0
10	45.3	0	0
10	48.3	0	0
10	48.3	0	0
10	44.3	0	0
10	46.3	0	0
11	48.3	55	0
11	47.3	0	0
11	46.3	12	0
11	48.3	87	0
11	45.3	65	0
11	45.3	1	0
11	44.3	105	0
11	46.3	115	0
11	47.3	140	0
11	44.3	75	0
11	48.3	170	0
11	47.3	175	0
11	47.3	135	0
11	48.3	165	0
11	48.3	125	0
11	45.3	50	0
11	45.3	80	0
11	46.3	95	0
11	47.3	120	0
11	44.3	0	0
11	44.3	15	0
11	46.3	30	0
11	47.3	185	1
11	45.3	124	1
11	46.3	115	1
11	48.3	190	1
11	47.3	165	1
11	46.3	110	1
11	44.3	35	1
11	44.3	20	1
11	45.3	20	1
11	48.3	0	1
11	44.3	170	0
11	44.3	59	0
11	48.3	192	0
11	48.3	194	0
11	47.3	165	0
11	46.3	115	0
11	46.3	110	0
11	45.3	40	0
11	47.3	145	0
11	45.3	20	0
11	44.3	10	0
11	45.3	145	0
11	45.3	145	0
11	49.3	197	0
11	49.3	198	0
11	48.3	177	0
11	47.3	132	0
11	47.3	116	0
11	46.3	120	0
11	48.3	84	0
11	46.3	59	0
11	45.3	63	0
11	46.3	175	0
11	49.3	196	0
11	45.3	125	0
11	46.3	126	0
11	47.3	133	0
11	46.3	8	0
11	48.3	63	0
11	49.3	185	0
11	47.3	195	0
11	45.3	73	0
11	48.3	180	0
11	47.3	180	-1
11	45.3	140	-1
11	46.3	125	-1
11	48.3	193	-1
11	47.3	135	-1
11	46.3	108	-1
11	44.3	0	-1
11	44.3	79	-1
11	45.3	35	-1
11	48.3	196	-1
11	45.3	165	0
11	48.3	194	0
11	44.3	112	0
11	45.3	136	0
11	46.3	70	0
11	45.3	30	0
11	47.3	121	0
11	48.3	182	0
11	46.3	123	0
11	44.3	130	0
11	47.3	109	0
11	46.3	177	0
11	48.3	187	0
11	46.3	108	0
11	46.3	64	0
11	44.3	115	0
11	45.3	50	0
11	48.3	168	0
11	44.3	130	0
11	47.3	22	0
11	47.3	130	0
11	45.3	17	0
12	44.3	8	0
12	45.3	9	0
12	46.3	111	0
12	48.3	125	0
12	48.3	134	0
12	45.3	120	0
12	44.3	117	0
12	44.3	117	0
12	46.3	121	0
12	47.3	132	0
12	47.3	137	0
12	47.3	140	0
12	48.3	142	0
12	46.3	9	0
12	47.3	113	0
12	44.3	5	0
12	45.3	7	0
12	46.3	110	0
12	45.3	109	0
12	48.3	134	0
12	47.3	116	0
12	44.3	5	0
12	44.3	3	-1
12	47.3	7	-1
12	48.3	113	-1
12	46.3	7	-1
12	44.3	6	-1
12	46.3	7	-1
12	45.3	8	-1
12	45.3	111	-1
12	47.3	116	-1
12	48.3	134	-1
12	46.3	124	0
12	44.3	110	0
12	48.3	148	0
12	44.3	8	0
12	47.3	124	0
12	45.3	115	0
12	47.3	117	0
12	46.3	113	0
12	46.3	132	0
12	48.3	136	0
12	45.3	137	0
12	47.3	124	0
12	45.3	122	0
12	49.3	150	0
12	45.3	133	0
12	48.3	147	0
12	46.3	136	0
12	48.3	146	0
12	47.3	144	0
12	47.3	142	0
12	49.3	155	0
12	46.3	147	0
12	46.3	130	0
12	48.3	158	0
12	48.3	149	0
