subjects	temperature	ratings_intensity	ratings_unpleasantness	regulation
12	46	19.35483871	41.53225806	1
12	47	13.70967742	41.73387097	1
12	48	29.03225806	32.86290323	1
12	45	4.838709677	48.18548387	0
12	49	22.98387097	36.89516129	0
12	44	7.661290323	41.93548387	0
12	46	13.30645161	42.74193548	0
12	47	10.48387097	36.89516129	0
12	48	18.9516129	31.85483871	0
13	45	12.5	51.20967742	-1
13	44	1.612903226	50	-1
13	47	25	48.18548387	-1
13	49	26.61290323	43.5483871	-1
13	46	34.67741935	37.7016129	-1
13	48	22.58064516	42.54032258	-1
13	47	25.80645161	45.96774194	1
13	49	29.83870968	37.7016129	1
13	46	13.70967742	45.96774194	1
13	48	22.58064516	39.11290323	1
13	45	8.467741935	45.96774194	1
13	44	2.822580645	50	1
13	48	35.88709677	38.91129032	0
13	46	6.048387097	46.37096774	0
13	45	2.822580645	49.7983871	0
13	47	15.32258065	42.94354839	0
13	49	37.09677419	33.26612903	0
13	44	2.822580645	50	0
13	49	48.79032258	25.2016129	1
13	45	4.838709677	47.98387097	1
13	44	3.629032258	48.18548387	1
13	47	36.29032258	36.89516129	1
13	46	17.33870968	43.75	1
13	48	18.9516129	38.91129032	1
13	49	27.41935484	38.30645161	-1
13	46	2.419354839	50	-1
13	48	11.69354839	46.16935484	-1
13	44	0	50	-1
13	47	6.85483871	47.17741935	-1
13	45	4.032258065	47.98387097	-1
13	48	20.16129032	40.72580645	0
13	44	0.403225806	50	0
13	46	4.032258065	49.59677419	0
13	47	6.048387097	49.39516129	0
13	49	29.43548387	41.12903226	0
13	45	0	50	0
13	49	19.75806452	40.32258065	0
13	47	11.69354839	45.76612903	0
13	46	4.838709677	47.17741935	0
13	44	2.822580645	48.18548387	0
13	48	10.08064516	43.9516129	0
13	45	3.225806452	47.98387097	0
13	48	6.048387097	45.96774194	-1
13	49	27.82258065	40.52419355	-1
13	46	2.822580645	49.39516129	-1
13	47	10.08064516	46.77419355	-1
13	45	0.403225806	50	-1
13	44	0	50	-1
13	46	0.403225806	50	1
13	44	0	50	1
13	48	6.048387097	46.16935484	1
13	45	0	50	1
13	49	9.677419355	46.97580645	1
13	47	3.629032258	48.79032258	1
14	47	47.98387097	33.87096774	-1
14	49	55.64516129	33.66935484	-1
14	46	29.03225806	44.95967742	-1
14	45	28.22580645	46.97580645	-1
14	48	56.0483871	35.68548387	-1
14	44	24.59677419	46.57258065	-1
14	45	30.64516129	36.69354839	0
14	46	25	44.15322581	0
14	49	54.43548387	35.08064516	0
14	47	38.70967742	40.72580645	0
14	48	41.93548387	33.87096774	0
14	44	28.22580645	38.30645161	0
14	48	42.33870968	35.28225806	1
14	46	22.98387097	41.12903226	1
14	45	27.01612903	41.73387097	1
14	47	48.38709677	33.06451613	1
14	49	65.32258065	27.41935484	1
14	44	34.27419355	40.72580645	1
14	49	68.14516129	19.95967742	1
14	47	42.33870968	27.01612903	1
14	44	35.88709677	41.12903226	1
14	46	34.67741935	36.29032258	1
14	48	53.22580645	28.42741935	1
14	45	29.03225806	39.51612903	1
14	49	43.14516129	37.5	0
14	47	24.19354839	39.51612903	0
14	45	27.82258065	37.5	0
14	48	25.40322581	35.28225806	0
14	46	22.17741935	42.74193548	0
14	44	14.11290323	46.16935484	0
14	48	49.19354839	36.08870968	-1
14	46	21.77419355	41.33064516	-1
14	45	24.19354839	43.9516129	-1
14	49	50.40322581	32.86290323	-1
14	47	39.91935484	36.29032258	-1
14	44	23.38709677	43.14516129	-1
14	47	35.88709677	39.11290323	1
14	45	24.19354839	42.94354839	1
14	48	50	27.62096774	1
14	46	39.11290323	37.2983871	1
14	49	58.06451613	16.33064516	1
14	44	33.06451613	37.09677419	1
14	49	56.4516129	34.67741935	-1
14	44	10.48387097	44.95967742	-1
14	45	18.9516129	43.75	-1
14	48	37.5	38.91129032	-1
14	46	38.30645161	41.12903226	-1
14	47	35.48387097	41.93548387	-1
14	44	17.74193548	44.95967742	0
14	48	45.16129032	35.48387097	0
14	45	12.5	44.15322581	0
14	47	36.69354839	37.5	0
14	49	59.67741935	27.01612903	0
14	46	31.85483871	40.12096774	0
15	49	37.09677419	36.49193548	0
15	48	34.27419355	37.5	0
15	47	32.66129032	37.2983871	0
15	45	14.91935484	44.15322581	0
15	46	19.35483871	40.72580645	0
15	44	16.93548387	42.13709677	0
15	48	54.03225806	26.00806452	1
15	47	35.08064516	36.08870968	1
15	46	36.69354839	37.2983871	1
15	45	29.03225806	39.91935484	1
15	49	52.01612903	29.03225806	1
15	44	13.70967742	46.16935484	1
15	49	55.64516129	26.61290323	-1
15	44	10.08064516	50.2016129	-1
15	48	45.96774194	30.84677419	-1
15	45	17.33870968	41.93548387	-1
15	47	25.40322581	40.32258065	-1
15	46	19.35483871	39.11290323	-1
15	49	33.06451613	37.09677419	-1
15	48	10.88709677	44.75806452	-1
15	44	12.5	48.99193548	-1
15	47	20.16129032	40.92741935	-1
15	46	19.75806452	39.91935484	-1
15	45	13.30645161	42.94354839	-1
15	47	24.19354839	36.89516129	1
